,x,y,z,labels
624,-6.6162443,0.7635491,2.6092942,5
625,-4.3478045,2.2754338,5.908087,2
626,-10.135859,-6.6122556,11.547826,2
627,-10.996916,-0.16076054,0.92769176,2
628,-11.151498,-3.2136974,2.2816687,2
629,-4.1935472,0.008191008,4.9973507,2
630,-11.941026,0.39638123,7.064879,2
631,-9.038559,4.8348436,-4.23226,2
632,-7.228486,0.77808464,3.5228777,2
633,-3.2924824,4.5028887,6.06256,7
634,-4.6201634,-5.274588,10.425569,2
635,-12.118907,-7.251264,11.022498,2
636,-4.748192,0.9089765,2.6045613,2
637,-6.782352,0.40058798,7.6081386,2
638,-9.343057,2.04506,6.9218063,2
639,-7.61837,-7.239689,12.354025,2
640,-1.5051118,-4.067678,-1.6750703,0
641,-3.2474933,2.6404297,1.5039619,2
642,-6.604189,0.13461204,3.5858364,2
643,-10.170863,-2.9949005,13.041392,2
644,-9.893332,1.454485,5.7861185,2
645,-5.625911,1.7839854,4.959731,2
646,-4.502014,-3.3063102,12.191226,2
647,-8.446231,-5.904801,11.648868,2
648,-6.823901,-1.3372416,9.108775,2
649,-11.387293,0.16694719,2.2303276,2
650,-12.2739315,-1.1480904,4.947489,2
651,-6.472212,-1.5867243,12.551446,2
652,-10.0241165,-6.082048,9.842584,2
653,-9.460591,2.4327955,4.81908,7
654,-9.933617,-7.5884523,10.459035,2
655,-10.927443,-4.6278915,12.752568,2
656,-5.011096,-4.8472733,13.843451,2
657,-8.944784,-3.849499,8.945898,2
658,-4.6400375,0.92127234,2.4479716,3
659,-8.662533,-5.910035,6.1365232,2
660,-10.735414,-3.8550696,13.3211775,2
661,-10.476403,-5.7009935,13.723258,2
662,3.8351917,3.4459724,2.990704,0
663,-4.1008396,-0.51070714,10.639075,2
664,-4.8221397,2.4004052,6.2488036,2
665,-0.63117063,-16.239672,-0.6608949,6
666,-6.358618,-6.5582633,3.9035008,8
667,-8.932559,-7.1097126,13.436573,2
668,-2.8055837,-3.8560777,7.3120084,2
669,-9.647764,-5.719559,8.504944,2
670,-6.4942837,-0.24572745,3.9781086,2
671,-9.595917,-6.7253714,6.489849,2
672,-12.03122,0.009339173,2.0060132,2
673,-10.834485,-5.809745,11.139348,2
674,-6.0581694,-3.9745624,13.030247,2
675,-10.718268,0.45909202,6.1168222,2
676,-8.501891,0.6509632,7.0009193,2
677,-2.053556,-1.8575114,6.1172953,2
678,-5.0798864,3.5978491,9.004353,2
679,-7.8438387,-6.087288,4.8989615,2
680,-4.8510156,3.1924975,9.879894,2
681,-9.551512,-4.3147006,14.393599,2
682,-6.8817143,3.3994265,3.9242158,2
683,8.673586,2.2929792,-11.999313,8
684,1.8441477,-9.186932,4.2380924,0
685,-8.765782,-8.815137,11.662664,2
686,-13.320205,-4.935908,4.3092036,2
687,-4.384,2.6456516,8.76503,2
688,-8.344986,-4.13996,12.3015375,2
689,-2.0049932,1.8046823,2.334863,7
690,-7.449429,-3.0320542,13.209903,2
691,10.824027,-5.375684,-7.533418,8
692,-4.2095184,0.038659275,4.886039,2
693,-6.49537,-0.13034059,3.207674,2
694,-1.3152075,-7.6589313,7.267983,2
695,-1.6789242,-0.6076603,6.5511966,5
696,13.003092,-5.110525,-8.06942,8
697,-11.747356,-2.647938,3.874332,2
698,-4.777388,-3.7422616,12.014237,2
699,0.4538807,-1.7153556,10.270372,0
700,-3.6839607,-0.3378297,4.3535357,7
701,-7.8866053,-4.960076,12.069985,2
702,5.3547583,-7.983384,-15.206244,3
703,-9.806868,-6.0487113,12.81406,2
704,-5.7152467,-6.270197,8.830247,2
705,-6.377552,-2.3283381,11.234886,2
706,-7.665426,-5.123042,12.296482,2
707,-4.0093813,2.1776054,5.84072,2
708,-11.416207,-4.4184055,12.993315,2
709,-7.9141965,-6.7850556,6.764836,2
710,-8.413713,-3.5373251,10.755101,2
711,-8.565193,-5.407913,12.124732,2
712,-8.644682,-5.222595,5.4454026,2
713,-1.8649913,-0.8037897,2.7823637,2
714,0.27795592,-13.073752,2.450406,0
715,-3.127533,-4.473708,10.780273,2
716,-10.820679,-6.714086,13.105836,2
717,11.310447,-5.6191587,-7.2847724,8
718,-8.756826,3.2033138,-1.8465873,7
719,-11.34132,1.9671171,7.174922,2
720,-10.408779,2.3984752,6.4251375,2
721,-8.577336,-0.15123747,3.6043782,2
722,12.817892,-0.75884396,-4.8697515,8
723,-6.0264525,6.811776,5.159145,9
724,1.0937403,-2.1998541,-8.471272,3
725,-4.8841805,-3.9092252,13.657055,2
726,-4.7649317,1.8710064,9.653677,2
727,-3.3046954,4.376235,5.8619876,7
728,-6.5283275,-3.177545,12.715451,2
729,-8.186386,-0.0053211623,6.496377,2
730,-3.0255036,3.2932062,3.1790376,7
731,-8.201127,-1.9523691,4.629265,2
732,-11.98126,-0.4051534,4.9240236,2
733,-9.945536,-5.008906,13.707984,2
734,-9.791211,-7.036966,9.459577,2
735,-11.91041,1.1014841,6.569511,2
736,-5.894658,1.3795371,4.7338824,2
737,1.4136101,-8.643106,3.8786561,0
738,-9.837631,1.2529244,7.9049115,2
739,-9.293006,-6.5630584,12.424199,2
740,-5.9248652,5.430145,4.573564,2
741,-6.9766645,-0.04413647,7.7291875,2
742,-10.186464,-5.2530274,14.196435,2
743,2.2592838,8.207941,6.0266438,7
744,-7.4081693,-9.01043,7.9825816,2
745,-1.2867948,-12.260273,-0.65058225,0
746,-1.6074783,-4.2457743,11.289583,2
747,-6.10281,-4.1461563,10.695845,2
748,-9.466011,-3.0123432,6.3326283,2
749,-8.302671,-9.436258,8.384712,2
750,-6.190567,-4.128626,9.0905075,2
751,-5.3621783,-4.9118557,10.96192,2
752,-5.856918,-4.3883953,10.857108,2
753,-4.121587,1.658805,3.4075036,2
754,-9.55688,-6.1144238,11.821344,2
755,11.161186,-5.5756516,-7.06071,8
756,0.05213674,-1.0582701,2.0288982,2
757,5.3609967,-7.694502,1.7765135,0
758,-11.639951,0.12594925,2.1589968,2
759,-10.23056,-7.5524974,12.564859,2
760,-8.192311,-5.839166,13.863284,2
761,-9.230186,-3.5820687,11.945878,2
762,-10.432081,0.77665716,7.0366464,2
763,-7.2647476,-6.3442454,4.357489,2
764,-7.062005,-6.2064495,13.880148,2
765,-4.837415,-4.931065,11.984184,2
766,-9.165618,-8.359239,11.522507,2
767,-4.2415247,1.7037317,4.4400477,2
768,-6.0888925,-5.456226,10.953182,2
769,-3.6057131,2.179291,4.280642,2
770,-8.552721,-4.816098,8.9356365,2
771,-6.820069,-4.5962334,12.718164,2
772,-10.085878,-5.6557684,12.944405,2
773,-7.9500446,-7.0650887,6.732848,2
774,-8.900409,-8.670167,11.6079855,2
775,-6.479251,-5.860946,5.959371,2
776,-5.9433966,5.793877,4.8270187,2
777,-4.6367345,2.66089,9.7742605,2
778,-5.254729,-4.8005075,10.442355,2
779,-7.8026066,-9.449409,7.5105753,2
780,-8.338309,-5.0310326,12.256858,2
781,-6.93983,-1.2413223,9.164109,2
782,-11.961598,-4.029416,12.871316,2
783,-8.2897005,-4.8731074,9.152405,2
784,-2.9421058,4.8060517,5.0054574,7
785,-10.601404,0.2781553,6.10065,2
786,-2.499745,-2.944282,9.942807,2
787,-5.5807414,-2.9474103,13.2300205,2
788,-4.659513,2.79304,9.9092,2
789,-12.729203,-3.4325385,11.7853565,2
790,-9.028809,-4.5177627,13.197994,2
791,-6.4343314,-0.9361108,12.714533,2
792,3.4083376,10.270783,0.49212947,0
793,-8.1243515,-6.9115663,12.505565,2
794,-11.937862,-3.555159,13.030578,2
795,-6.8918204,-4.738061,8.298686,2
796,-5.6470866,3.544609,6.4926543,2
797,-11.030513,-4.9689136,4.3182783,2
798,-2.9850173,1.9647832,6.791863,2
799,-6.386712,-3.185272,12.377999,2
800,-9.202089,-12.396629,-6.5390267,6
801,-0.32297736,-13.152674,-8.824895,6
802,-8.919692,-11.42421,-6.6848397,5
803,3.193904,-17.836863,-5.2936773,6
804,15.633127,9.327038,10.715707,4
805,2.8881576,-12.28851,-4.0663,5
806,3.4955707,-11.542021,-3.334642,5
807,2.936995,-9.063801,-14.445171,3
808,3.1345656,-12.739623,-3.7569427,0
809,3.53976,-14.856174,-4.6571383,6
810,-5.0201116,-9.530615,-8.19576,5
811,-7.637399,-9.993878,-6.214802,5
812,-6.794663,-10.911544,-9.8368845,6
813,-0.6168343,-13.728819,-8.56964,6
814,-1.8099664,-17.048628,-7.26675,6
815,-2.3221984,-13.762438,-5.018585,6
816,1.7701893,-20.268461,-4.269339,6
817,3.0235724,-13.55419,-3.9002626,6
818,-6.9076037,-5.135746,-6.6941347,5
819,-0.60440445,-11.266868,-9.249862,5
820,0.18249606,-16.37,2.8610244,6
821,0.10120332,-18.779747,-4.803526,6
822,3.3822062,-13.828606,-4.046497,6
823,-5.8581195,-10.678957,-6.276624,5
824,3.1612606,-16.652851,-5.229126,6
825,-4.350863,-11.064392,-8.962509,5
826,-5.6164823,-12.738161,-3.3271773,5
827,-6.9248576,-4.181426,-6.1383166,5
828,-6.325943,-11.585391,-10.22278,6
829,0.31222576,-14.313008,3.25683,0
830,3.0187602,-18.891417,-7.796967,6
831,1.1407299,-7.97894,-8.198851,5
832,-0.7389425,-12.196976,-7.882294,5
833,-1.5801588,-17.49121,-3.6776078,6
834,2.9502935,-11.577366,-9.721097,6
835,-0.75478315,-17.953781,-0.45817742,6
836,2.638367,-7.9750123,-10.536533,3
837,-1.7521642,-16.241985,-1.8200818,6
838,1.2389629,-22.740997,-2.5323846,6
839,3.2833867,-17.450888,-5.5339155,6
840,-0.4045754,-13.827588,-8.878472,6
841,-6.29022,-18.49577,-4.1955924,6
842,-2.6533022,-15.897087,-2.5445573,6
843,1.1968261,-23.330816,-2.283915,6
844,1.602418,-20.224371,-4.2995386,6
845,-0.5936552,-10.522501,-9.052039,3
846,1.7394326,-18.603958,-9.658724,6
847,-1.0583655,-16.457388,-0.90574646,6
848,0.3584646,-15.967158,-8.597339,6
849,-3.362452,-5.7556286,-14.373182,5
850,0.7780504,-7.702423,-6.607435,3
851,4.9375844,-14.79669,1.052577,6
852,-3.8375812,-13.138014,-2.5424864,5
853,-6.417512,-14.210423,-4.2811813,6
854,-1.4013174,-10.155188,-10.350704,3
855,-2.1035228,-16.658194,-3.6633675,6
856,-1.0735556,-14.225932,-2.1415772,6
857,-6.7327604,-10.330396,-9.648383,5
858,1.2920059,-23.352848,-2.5214632,6
859,-5.2063303,-16.23461,-3.889816,6
860,-0.84997827,-12.132563,-6.8072743,6
861,0.58516306,-19.102928,-5.152792,6
862,0.40919617,-15.944448,-9.225173,6
863,3.2750638,-16.929018,-5.1350694,6
864,-5.960929,-17.665815,-4.139017,6
865,-7.7018805,-8.33581,-4.8393054,5
866,1.594234,-8.43456,-7.0751195,3
867,-9.163854,-12.270374,-6.3108387,5
868,0.6667589,-19.171383,-5.5036774,6
869,-3.1542397,-9.820352,-7.1898804,5
870,0.7902885,-23.199196,-2.4078317,6
871,3.2858903,-16.813635,-5.2339363,6
872,-0.62387097,-17.836264,0.201208,6
873,-1.2830408,-12.842537,-7.7046695,5
874,-0.6186094,-17.699057,0.20087208,6
875,3.017941,-18.891764,-7.799511,6
876,-6.412174,-18.558338,-4.1709337,6
877,-6.300515,-18.551928,-4.1993227,6
878,0.16422221,-17.214926,2.064672,6
879,-7.7239175,-11.802122,-9.368799,6
880,0.9712052,-23.264723,-2.6496766,6
881,1.9737062,-4.465895,-13.699294,3
882,-5.212009,0.055865638,-0.2582963,5
883,-7.5136,-11.498361,-9.353503,6
884,-9.023971,-5.884944,-8.134401,5
885,-12.0091915,-2.2866852,-5.8088255,5
886,-5.3312674,-14.120264,-3.4813786,6
887,-2.6153774,-13.587362,-5.3062963,6
888,0.5571784,-19.08418,-5.1349454,6
889,-3.5124736,-13.551871,-2.3117967,0
890,-2.665468,-12.826871,-1.4609573,2
891,-2.589031,-12.997104,-1.7741323,2
892,-1.8226132,-13.872364,-2.0186198,6
893,-3.0066042,-11.012627,-10.02456,5
894,0.6913185,-19.16734,-5.5058966,6
895,-3.0541358,-12.20438,-9.073902,5
896,-6.4588714,-9.215263,-8.718134,5
897,1.0407817,-23.364265,-2.2637255,6
898,-1.0046934,-16.598711,-0.7427825,6
899,7.4136105,-0.7389934,4.9835067,0
900,-3.8456373,-10.411117,-8.023765,5
901,1.5449325,-8.339095,-6.9691124,3
902,-9.31746,-9.50699,-9.42271,5
903,-3.766584,-10.570288,-7.9269037,5
904,-6.2967186,-13.133731,-4.2403755,5
905,-4.79777,-11.90345,-4.6695285,5
906,5.8410387,-7.4828553,-15.711233,3
907,3.27304,-16.887064,-5.2872396,6
908,5.429173,-9.335809,-0.688398,0
909,5.3948364,-2.2668033,-3.093452,5
910,-5.5422244,-13.457908,-3.5311022,5
911,-2.538515,-5.0986433,-9.268066,5
912,-2.9710076,-13.387545,-5.627194,5
913,-5.5442753,-7.216614,-9.220578,5
914,1.8371141,-4.0877495,-13.542248,3
915,0.67381424,-1.7884611,10.213969,0
916,-4.7315073,-12.917436,-7.777295,5
917,-0.64293927,-13.716445,-4.4471183,6
918,-5.6989822,-14.421826,-3.5365956,6
919,-3.5091717,-10.023409,-5.9583097,5
920,3.2528312,-17.737354,-5.796403,6
921,0.6710246,-19.14851,-5.5133257,6
922,-0.015053893,-15.236827,-8.604622,6
923,1.863237,-1.141403,-5.8761296,3
924,1.3508132,-8.1958275,-6.7793517,5
925,-1.9163445,-16.75536,-3.6784523,6
926,-2.1508136,-2.7221532,-20.434942,3
927,-5.2210197,-12.094717,-3.6367958,5
928,-6.7045245,-1.2484628,-13.889362,5
929,0.53542084,-10.00781,-10.465991,3
930,3.0888493,-12.10475,-4.38947,5
931,0.042766888,-17.342123,1.7919854,6
932,-0.39072853,-13.556623,-8.308832,6
933,4.577784,-4.5121536,-7.167069,3
934,1.7052966,-20.22864,-4.60547,6
935,1.3111182,-23.329744,-2.5517359,6
936,-2.3240142,-13.226936,-1.6555877,2
937,-9.163839,-12.238537,-6.3537645,5
938,-6.641951,-9.608789,-8.306959,5
939,-6.8919945,-12.790945,-3.275124,5
940,-5.1703277,-16.305962,-3.8711703,6
941,-6.4739213,-10.674416,-5.9407573,5
942,-8.91367,-0.85813135,-5.852489,5
943,3.2960563,-12.51095,-4.085852,6
944,-5.9532704,-9.503955,-9.2479925,5
945,3.6650448,-17.384329,-5.1712265,6
946,-2.2663941,-15.71353,-4.7689557,6
947,5.4920764,-2.4267278,-11.719016,5
948,-8.84932,-11.2620125,-6.74342,5
949,-4.446942,-8.10958,-4.434216,5
950,-1.8258647,-17.019619,-7.219611,6
951,-7.0285573,-11.478885,-10.642133,6
952,5.0187907,-4.82545,-9.3794985,5
953,14.603356,6.2130485,6.911323,4
954,0.8638641,-23.253695,-2.2754145,6
955,-5.749155,-14.010551,-3.6249528,6
956,-7.5076075,-3.619149,-6.2999325,5
957,-5.7239246,-10.192835,-6.1049633,5
958,2.3732955,-8.332997,-10.663331,3
959,4.6007657,-12.9274645,-4.5129313,5
960,-1.2760428,-16.891928,-1.5259236,6
961,-2.4092555,-6.52911,-6.428221,5
962,1.911761,-15.597416,2.5956278,0
963,4.652456,-13.254459,-4.49591,0
964,-1.8336552,-9.56668,-7.9871063,5
965,-5.664124,-14.402084,-3.6965122,6
966,-0.11658363,-11.987994,-7.173192,0
967,1.474809,-8.870892,-7.059809,6
968,0.9189594,-22.906801,-2.482883,6
969,-2.04868,-7.7769556,-5.364102,5
970,-0.6539597,-17.681152,0.10962189,6
971,-5.826169,-11.88853,-10.255042,6
972,-6.8854876,-4.422558,-6.245499,5
973,1.3344605,-8.045254,-8.124448,3
974,-8.390292,-3.0991135,-5.3454194,5
975,0.9491545,-23.182095,-2.7164948,6
976,-2.476153,-11.852385,-6.912131,5
977,0.4130126,-16.117134,-8.339295,6
978,-7.787833,-11.9796505,-10.036723,6
979,-9.349093,-3.354947,-7.5721107,5
980,-6.1821127,-18.618738,-4.248048,6
981,-0.59769315,0.08486509,-6.344122,3
982,-3.0281684,-7.2566314,-5.958323,5
983,-6.2276745,-18.329845,-4.178277,6
984,1.7787616,-20.174921,-4.805661,6
985,-2.3422856,-12.031247,-7.1320696,6
986,-7.029932,-9.709509,-5.5885787,5
987,1.8798038,-13.651893,4.629085,0
988,-0.64079905,-17.697887,0.15682834,6
989,-1.9877005,-13.921672,-1.7971948,6
990,-6.2333784,-18.603756,-4.2323375,6
991,-1.1257482,-13.1707115,-8.832673,6
992,-5.486606,-15.704906,-3.821146,6
993,-6.1312623,-18.1559,-4.1799684,6
994,-0.78860176,-18.116299,-4.035454,6
995,-1.0755866,-16.170702,-4.4400125,6
996,2.0503292,-15.1216,2.7634954,0
997,-0.6820709,-8.309125,-6.0848656,5
998,-1.7423627,-16.835932,-3.6550446,6
999,-5.2981734,-8.709992,-6.50383,5
1000,3.576073,3.8559847,0.043340936,0
1001,0.81256074,-15.896933,8.41398,0
1002,4.633734,-13.717582,-4.4993854,6
1003,-1.1329284,-13.412328,-4.088898,6
1004,2.889307,-5.5210104,-13.63054,3
1005,4.98873,-4.8784266,-9.439237,5
1006,-7.9349294,-8.805454,-9.985128,5
1007,3.6772606,-17.766449,-5.2563515,6
1008,4.554393,-13.440783,-4.4573264,6
1009,-1.9470718,-10.278576,-10.108807,5
1010,-4.462023,-12.415639,-4.4724507,5
1011,-2.719701,-7.026449,-6.174003,5
1012,-0.83115107,-13.581184,-4.243878,6
1013,-2.2971601,-6.30175,-18.70477,3
1014,7.0242605,-9.927338,0.2812156,0
1015,1.2983574,-22.65816,-2.1433969,6
1016,1.7135495,-20.603277,-4.176636,6
1017,-5.0769196,-13.40941,-3.585347,5
1018,-1.4594326,-16.920767,-2.020597,6
1019,-6.025862,-18.432772,-4.2302656,6
1020,-0.61730367,-17.735619,0.23361467,6
1021,-5.419825,-10.732001,-6.631655,5
1022,-2.9838262,-9.448244,-6.3762636,5
1023,3.9217677,-17.51144,-4.9387264,6
1024,-2.075831,-13.515313,-1.7660605,6
1025,-7.896377,-8.898232,-6.446712,5
1026,4.1363745,-4.849774,-6.7064376,3
1027,-7.560969,-9.376304,-6.282895,5
1028,0.7120337,-7.4107194,-6.5340357,3
1029,-1.4722415,-12.498521,-0.8756954,0
1030,-6.7302904,-8.630903,-6.385449,5
1031,-6.0892463,-13.169193,-3.57596,5
1032,5.620225,-4.041048,-8.276205,2
1033,0.68071127,-19.168957,-5.479287,6
1034,0.25468668,-16.993212,2.3434677,6
1035,4.96289,-14.748087,1.0537826,6
1036,-6.7166567,-4.3323326,-6.1269903,5
1037,-5.928015,-19.178675,-4.4097652,6
1038,1.9439466,-20.584099,-3.639572,6
1039,6.112881,-3.4588406,-9.351268,5
1040,-5.2937393,-8.632896,-6.493486,5
1041,5.350129,-2.5206988,-11.868671,5
1042,-5.549387,-7.224298,-9.006071,5
1043,0.84060156,-23.164417,-2.31841,6
1044,-7.61649,-11.506087,-9.195087,6
1045,-6.363089,-18.53053,-4.1859274,6
1046,-6.7296643,-14.580414,-2.516973,6
1047,3.129802,-16.498177,-5.3703947,6
1048,1.1785614,-22.94162,-2.598909,6
1049,-5.5148177,-11.914344,-10.189642,6
1050,-1.0874172,-18.04255,-3.862571,6
1051,3.0128202,-8.7374525,-16.528456,3
1052,0.38333908,-15.952501,-9.144477,6
1053,-1.197588,-12.411692,-7.6913915,6
1054,-7.4734206,-11.666415,-9.562507,6
1055,-3.7819068,-6.6415653,-14.066459,5
1056,-4.0375676,-7.0383883,-5.8193607,5
1057,-2.3961017,-16.18775,-6.4964805,6
1058,-2.0988026,-16.268385,-2.1773438,6
1059,-5.9749985,-11.694586,-10.155327,6
1060,1.0471663,-3.255096,-12.382158,3
1061,-1.5666807,-16.804728,-2.0511732,6
1062,-6.0903974,-9.146652,-8.931274,5
1063,3.2096863,-16.354574,-5.2403836,6
1064,-5.5951614,-10.668793,-6.775067,5
1065,-6.3083487,-10.684574,-6.029407,5
1066,3.532816,-17.706861,-5.8367066,6
1067,-6.05925,-17.810719,-4.138292,6
1068,-4.79179,-11.583472,-4.779823,5
1069,1.3576915,-22.656908,-2.2305722,6
1070,-7.6815567,-9.840817,-7.7311025,5
1071,0.4400193,-19.004402,-5.2316604,6
1072,0.15700623,-11.682633,-7.3965564,5
1073,0.44084802,-15.894524,3.8097115,0
1074,-6.212252,-18.506905,-4.219862,6
1075,3.3691645,-17.572596,-5.964441,6
1076,3.573612,-12.007602,-3.583527,0
1077,-7.2307005,-10.715212,-9.135611,5
1078,-9.334912,-9.400022,-9.352138,5
1079,2.9096034,-10.019986,-10.521084,6
1080,-5.5339947,-5.4674,-0.4970249,3
1081,-3.102693,-11.941546,-6.923075,5
1082,0.13083152,-7.7797556,-6.225071,5
1083,-7.348357,-4.309074,-8.544061,5
1084,0.17285436,-11.810382,-7.341046,6
1085,5.931057,-2.2606251,-12.510984,5
1086,-6.7307506,-13.452856,-4.4868407,6
1087,-1.8949388,-16.24837,-2.1208384,6
1088,-5.245408,-13.713586,-3.3221061,5
1089,3.0940144,-18.06133,-5.3709297,6
1090,-5.626058,-5.351407,-0.398615,2
1091,-6.9677687,-12.519436,-4.7737956,5
1092,-4.6082425,-11.302724,-9.119496,6
1093,-9.379538,-13.644949,-7.037247,6
1094,1.7647915,-20.301262,-4.542415,6
1095,-3.492537,-7.0080423,-13.689367,3
1096,-5.253504,-9.245549,-7.8417363,5
1097,-6.72902,-9.294708,-9.461697,5
1098,-0.32962692,-14.792545,-7.8930855,6
1099,4.346781,-13.109397,-4.3756585,5
1100,4.0660534,-4.8319535,-6.647639,6
1101,-4.6545887,-13.230556,-7.9231806,6
1102,-3.9809115,-10.997086,-7.0844893,5
1103,-2.6183248,-11.902586,-8.036643,5
1104,-8.463176,-9.292897,-9.024506,5
1105,6.510195,-3.5238512,-8.21844,8
1106,-7.3024693,-9.075195,-5.552338,5
1107,4.51839,-13.224172,-4.469006,6
1108,-5.3853397,-7.192317,-9.37701,5
1109,0.04389382,-17.37807,1.777356,6
1110,-1.8427457,-15.481265,-2.2573783,6
1111,1.6394999,-20.310322,-4.552888,6
1112,-8.752072,-11.150157,-6.6127954,5
1113,-7.76659,-8.228366,-4.7177896,5
1114,-0.83429843,-13.519754,-3.6501737,6
1115,-5.2847157,-15.797678,-3.8260665,6
1116,-1.1802574,-12.458183,-7.758123,6
1117,-1.7167366,-12.936618,-8.873341,6
1118,5.6453495,-3.98733,-8.354429,5
1119,-0.8838464,-17.966953,-4.0131907,6
1120,1.9107083,-20.67452,-4.4665956,6
1121,15.633635,9.329447,10.715024,4
1122,-9.347903,-13.478139,-6.9673505,6
1123,3.8771164,-13.0935,2.1703048,0
1124,5.8787346,-2.2895951,-12.464442,5
1125,-6.692016,-6.0184054,-5.1626406,5
1126,1.7815356,-18.623646,-9.597547,6
1127,2.2536137,-7.877564,-10.426197,3
1128,-0.46589112,-14.378879,-7.9740973,6
1129,-2.467723,-16.25347,-6.6749444,6
1130,-1.7782235,-6.478163,-5.3001623,5
1131,-1.945458,-9.602497,-8.15535,5
1132,-2.7003908,-12.048493,-8.711795,5
1133,-7.512818,-11.502658,-9.478469,6
1134,-6.6680884,-14.519668,-2.5686054,0
1135,-8.946817,-5.5478406,-8.192653,5
1136,1.5772948,-20.115097,-4.30002,6
1137,-1.972907,-11.964037,-6.336518,5
1138,2.2705154,-7.971408,-9.096419,3
1139,1.7493323,-20.147236,-4.7373605,6
1140,-0.70174056,-18.151085,-3.9286656,6
1141,-2.7541814,-8.092959,-7.244296,5
1142,-2.0393255,-6.88684,-5.0802984,0
1143,-3.152132,-15.885819,-3.9599762,6
1144,-8.612975,-3.0957208,-5.280474,5
1145,-6.5090337,-4.175363,-6.045889,5
1146,-5.350656,-13.841639,-3.445909,5
1147,-5.606966,-5.379709,-0.41263512,3
1148,-1.1802634,-8.59389,-6.114298,5
1149,-0.93850523,-13.485368,-3.9771402,6
1150,-6.250142,-18.679379,-4.249096,6
1151,3.9630184,-11.504742,-2.802874,3
1152,-5.912062,-14.302257,-3.1195083,6
1153,-1.3229651,-17.101318,-1.8783597,6
1154,0.7256537,-10.75238,-8.314115,5
1155,-0.76032305,-18.162428,-4.049919,6
1156,-2.347151,-15.6257305,-4.94067,6
1157,-5.61874,-5.3490586,-0.40873164,3
1158,1.766796,-20.359856,-4.616786,6
1159,3.2651873,-17.064402,-5.2283964,6
1160,-0.39436483,-13.910296,-8.850867,6
1161,-5.542863,-7.218295,-9.230777,5
1162,-8.816463,-11.59824,-5.581259,5
1163,4.62488,-12.51582,-4.5927477,5
1164,1.8772012,-18.671127,-9.446991,6
1165,3.7667546,-17.697197,-6.064413,6
1166,4.754953,-13.721379,-4.528212,6
1167,0.45246488,-13.03336,2.3063874,0
1168,-8.753284,-11.391584,-5.31699,5
1169,-5.792122,-17.40625,-4.1030416,6
1170,-2.2879899,-15.767305,-2.500781,6
1171,1.0569142,-6.37075,-1.271084,0
1172,1.7379535,-8.533421,-7.104659,6
1173,-1.4082701,0.0052086855,-6.3906064,5
1174,3.0496182,-18.288193,-5.4254622,6
1175,0.6859373,-19.162968,-5.458102,6
1176,4.3100166,-13.145598,-4.401178,6
1177,-4.346573,-8.021551,-4.3041058,5
1178,6.0977025,-8.910945,4.174137,0
1179,-2.186071,-8.607414,-8.359874,5
1180,-6.639928,-10.545393,-5.676618,5
1181,3.0182307,-18.891216,-7.7972665,6
1182,-8.88866,-11.760302,-5.7465024,5
1183,-6.398327,-9.730076,-9.745528,5
1184,-1.742596,-12.349807,-7.9547253,6
1185,-7.9276977,-10.115956,-6.062726,5
1186,-1.9111443,-16.26086,-2.114707,6
1187,0.20640896,-12.765279,4.225334,0
1188,-0.833294,-17.54281,-0.8280751,6
1189,-2.0690417,-11.799149,-3.5195277,5
1190,-5.987973,-13.657201,-3.924554,5
1191,0.5278348,-16.108686,4.8866124,0
1192,-4.805484,-11.699273,-4.6736336,5
1193,0.955078,-7.6339707,-6.4590054,3
1194,-0.5888873,-17.749516,0.31452033,6
1195,-1.8259608,-8.078899,-5.5583014,5
1196,2.3950057,-8.601505,-10.5885105,3
1197,6.399054,-3.6029422,-8.181481,2
1198,1.6137251,-20.040466,-4.0590057,6
1199,-2.1582768,-16.055761,-2.371944,6
1200,5.195557,-9.28217,-16.353445,3
1201,6.6720076,-6.1223035,-15.873889,3
1202,7.53863,0.7136008,-9.499859,5
1203,1.5378153,5.200457,-11.029442,3
1204,8.414521,2.703873,-13.050033,5
1205,7.298953,0.82836276,-9.5522585,5
1206,0.11162023,-10.11116,-10.318539,3
1207,3.8052597,-9.098944,-16.010546,3
1208,1.4427313,-3.8595457,-13.171683,3
1209,0.187379,6.882593,-13.509162,3
1210,-8.043383,-8.94712,-8.56956,5
1211,-0.2939366,-2.4363017,-5.6025133,3
1212,11.576324,-7.481887,-11.379454,8
1213,-1.5822951,-1.5083174,-2.4011705,3
1214,6.599567,0.23752844,-8.353963,5
1215,-0.893401,-0.14153984,-12.245678,3
1216,3.4337838,3.82219,-0.19972025,3
1217,0.19511148,6.5184917,-6.619864,7
1218,10.695261,-1.4503396,3.963936,0
1219,-0.47922626,-12.743075,-8.872878,5
1220,0.013224357,-1.5285571,-3.6316328,3
1221,9.241275,0.98309135,-5.7087517,8
1222,-0.6564594,-7.9290175,-11.583996,5
1223,11.12814,-1.1696683,-9.249282,8
1224,14.746668,-2.4852905,-11.607956,8
1225,14.81886,0.07343328,-6.1066484,8
1226,10.584734,0.9231529,-12.943666,5
1227,-0.5777259,-1.4903858,-5.5125856,3
1228,-0.021891199,-1.5350313,-11.914364,3
1229,0.8762885,-7.465144,-2.6770058,5
1230,13.244563,-0.8620598,-5.9167533,8
1231,8.421963,3.4281023,-6.3270392,3
1232,6.2460103,0.98661804,-6.6723137,5
